8.24278835684191,3.587095611536454,7.5356461533976935,9.14499214205192,4.018846483444258,4.683418606726182
8.342271566084712,3.131410620236495,3.9790740483343017,3.520664535239648,5.940275384085381,7.216017284996816
5.434429542829482,8.10105974604425,8.525162879622151,8.423432051866982,5.043843919431717,7.654111685070261

6.170552589544352,5.132588055977871,6.160588653367287,4.437469098455026
3.9464789055969933,9.520794422142579,4.011417808482152,9.74653963500007
9.774241412884669,7.0622936827420695,9.633606828112903,8.901769170026189
9.94075600148214,5.080449129492253,8.726345444902007,9.508047303887107

5.850751990848571,9.494405596747253,6.72749742480344,3.3434856139791598,4.510709119267161
9.657359682795294,4.713300486427406,3.3117679861894658,6.783088464654558,6.557281687183902
9.953565336276576,9.684239124732203,6.029134468189038,5.140234927246457,8.888217653561485
8.971440897775553,4.853528667173129,6.344531317867586,8.972674119739175,3.4074508591589754
6.12016038415961,6.805319258386883,9.640616705939461,8.014851731255115,8.133574333569769
4.272306848444187,4.909177193841514,4.279977883342643,3.4978037921235914,5.077304878308114

3.57990853375751,3.8598262545931274,8.489671840094807,5.926382238942376,5.25030775519568,9.0307572828749,4.695934627063542
4.700358305452559,6.1434025658031,6.513192906749059,3.4192875695504656,5.8488206671778205,7.654380633800468,7.389197218413091

